0.059781,0.064241,0.032027,0.015071,0.090193,0.075122,12.863,274.4,0.89337,0.49192,0,0.059781,0.084279,0.015702,0.27586,0.0078125,0.0078125,0.0078125,0,0,0
0.066009,0.06731,0.040229,0.019414,0.092666,0.073252,22.423,634.61,0.89219,0.51372,0,0.066009,0.10794,0.015826,0.25,0.0090144,0.0078125,0.054688,0.046875,0.052632,0
0.077316,0.083829,0.036718,0.0087011,0.13191,0.12321,30.757,1024.9,0.84639,0.4789,0,0.077316,0.098706,0.015656,0.27119,0.0079901,0.0078125,0.015625,0.0078125,0.046512,0
0.15123,0.072111,0.15801,0.096582,0.20796,0.11137,1.2328,4.1773,0.96332,0.72723,0.083878,0.15123,0.088965,0.017798,0.25,0.2015,0.0078125,0.5625,0.55469,0.24712,0
0.13512,0.079146,0.12466,0.07872,0.20604,0.12732,1.1012,4.3337,0.97196,0.78357,0.10426,0.13512,0.1064,0.016931,0.26667,0.71281,0.0078125,5.4844,5.4766,0.20827,0
0.13279,0.079557,0.11909,0.067958,0.20959,0.14163,1.9326,8.3089,0.96318,0.73831,0.11256,0.13279,0.11013,0.017112,0.25397,0.29822,0.0078125,2.7266,2.7188,0.12516,0
0.15076,0.074463,0.16011,0.092899,0.20572,0.11282,1.5306,5.9875,0.96757,0.76264,0.086197,0.15076,0.10594,0.02623,0.26667,0.47962,0.0078125,5.3125,5.3047,0.12399,0
0.16051,0.076767,0.14434,0.11053,0.23196,0.12143,1.3972,4.7666,0.95925,0.71986,0.12832,0.16051,0.093052,0.017758,0.14414,0.30134,0.0078125,0.53906,0.53125,0.28394,0
0.14224,0.078018,0.13859,0.088206,0.20859,0.12038,1.0997,4.0703,0.97072,0.77099,0.2191,0.14224,0.096729,0.017957,0.25,0.33648,0.0078125,2.1641,2.1562,0.14827,0
0.13433,0.08035,0.12145,0.07558,0.20196,0.12638,1.1904,4.7873,0.97525,0.80451,0.011699,0.13433,0.10588,0.0193,0.2623,0.34036,0.015625,4.6953,4.6797,0.08992,0
0.15702,0.071943,0.16816,0.10143,0.21674,0.11531,0.97944,3.9742,0.96525,0.73369,0.096358,0.15702,0.088894,0.022069,0.11765,0.46023,0.0078125,2.8125,2.8047,0.2,0
0.13855,0.077054,0.12753,0.087314,0.20274,0.11543,1.6268,6.2914,0.966,0.75204,0.012101,0.13855,0.1042,0.019139,0.2623,0.24609,0.0078125,2.7188,2.7109,0.13235,0
0.13734,0.080877,0.12426,0.083145,0.20923,0.12608,1.3787,5.009,0.96351,0.73615,0.10843,0.13734,0.092644,0.016789,0.21333,0.48167,0.015625,5.0156,5,0.0885,0
0.18123,0.060042,0.19095,0.12884,0.22953,0.10069,1.3694,5.4756,0.93745,0.53708,0.21983,0.18123,0.1315,0.025,0.27586,1.2771,0.0078125,2.8047,2.7969,0.41655,0
0.18312,0.066982,0.19123,0.12915,0.24015,0.111,3.5681,35.385,0.94033,0.57139,0.049987,0.18312,0.1028,0.020833,0.27586,1.2457,0.20312,6.7422,6.5391,0.13933,0
0.17427,0.069411,0.19087,0.1156,0.22828,0.11268,4.485,61.765,0.95097,0.6352,0.050027,0.17427,0.10205,0.018328,0.24615,1.6213,0.0078125,7,6.9922,0.20931,0
0.19085,0.06579,0.20795,0.13228,0.24436,0.11208,1.5623,7.8343,0.93855,0.53881,0.050129,0.19085,0.11332,0.017544,0.27586,1.4341,0.0078125,6.3203,6.3125,0.25478,0
0.17125,0.074872,0.15281,0.12239,0.24362,0.12123,3.2072,25.766,0.93695,0.58642,0.059958,0.17125,0.079718,0.015671,0.2623,0.10628,0.0078125,0.57031,0.5625,0.13835,0
0.16835,0.074121,0.14562,0.11576,0.23982,0.12407,2.7043,18.485,0.93452,0.55974,0.060033,0.16835,0.083484,0.015717,0.23188,0.14656,0.0078125,3.125,3.1172,0.059537,0
0.17363,0.073352,0.15357,0.12368,0.24423,0.12055,2.805,20.858,0.93092,0.51827,0.060027,0.17363,0.09013,0.015702,0.21053,0.19304,0.0078125,2.8203,2.8125,0.068124,0
0.17275,0.076903,0.17774,0.12007,0.24537,0.1253,2.9678,20.078,0.92554,0.52308,0.059953,0.17275,0.093574,0.015764,0.2,0.23588,0.0078125,0.71875,0.71094,0.23507,0
0.18102,0.074369,0.1693,0.12867,0.25417,0.1255,2.5873,12.281,0.91528,0.47532,0.059957,0.18102,0.098643,0.016145,0.27586,0.20984,0.0078125,3.6953,3.6875,0.05994,0
0.16354,0.072449,0.14554,0.11393,0.22745,0.11352,3.5876,28.654,0.92701,0.54242,0.059941,0.16354,0.062542,0.015686,0.19753,0.059622,0.0078125,0.44531,0.4375,0.091699,0
0.17021,0.075105,0.14605,0.12399,0.25013,0.12614,2.8168,13.765,0.91383,0.48797,0.059944,0.17021,0.077698,0.015702,0.19277,0.10156,0.0078125,0.5625,0.55469,0.16179,0
0.16042,0.076615,0.14482,0.12092,0.23724,0.11632,6.2532,85.492,0.93303,0.56742,0.060078,0.16042,0.098944,0.016097,0.27586,0.20676,0.0078125,3.9531,3.9453,0.07389,0
0.1647,0.075362,0.14702,0.1187,0.24047,0.12178,4.2086,43.682,0.94067,0.60402,0.059965,0.1647,0.082963,0.01564,0.25397,0.14335,0.0078125,1.0625,1.0547,0.12593,0
